,Examples,Labels
34486, im pretty sure that was like  exclamation marks,neutral
34487,chick at coles hit on me haha ran into cousin,neutral
34488, i made my parents add u guys on the family myspacethey were impressed by the song,enthusiasm
34489, here im staying up with you and youre not talking to me hehe,surprise
34490, i know its a block party but would love to hear a dh original if you get a chance,neutral
34491,just got back from the gym wanna chat with some new people lets talk haha,happiness
34492, looks like a great time happy birthday to the bd girl,happiness
34493,yay my friend glen is here now im like this,happiness
34494,is starting to love twitter facebookdetox diet is working great,love
34495,wishing all the mommies a happy mothers day,love
34496, you sure have a good voice better than mine you should definitely put up a new video i bet you got better since then,neutral
34497,playing guitar hero waiting for abby to text me after prom,happiness
34498,im only updating this so that bretts phone beeps but really looking at wedding stuff againfor the next five months,neutral
34499, i agree and child labour laws are so old and out dated,surprise
34500,surely you have guessed the arbiter is no other than judith,worry
34501,moredaysmoredays yayyay taken is nearly finished better be good,happiness
34502, he says he feels mama tucking him in at night hes lonely but getting by tomorrow will be tough,sadness
34503,  yay i can give you a lesson tomorrow at church,neutral
34504,and it is raining in denver of course it is,worry
34505,whats new with xtine got my hair done today waiting for jerrywork at noon tomorrowcurrently reading quothes just not that into youquot,neutral
34506, youd have him sweating and shaking baby,love
34507,had a nice mothers day with mum she liked her presents wondering if ill ever see some one again talking to sisa,happiness
34508,editing and watching movies tonight,neutral
34509, and yep youve converted me to blip been great to hear a lot of others suggestions  some pretty great stuff,happiness
34510,the stress of recital is gone it went so well and star trek is my new favorite movie i wish i was in space ,happiness
34511,my th wedding anniversary today so lucky to have such a gorgeous wife,love
34512,back home in palmdale in bed with my mommy,relief
34513,totally just got hit on by one of her bar guests ha hayay me,happiness
34514,huge test at the parents house the food is so good but stuck to one helping no seconds feels good,happiness
34515,has gone through about  tea bags  call me obbsessed  i say thirsty,relief
34516, lol i know,love
34517,says happy mothers day ,love
34518, exercise is what u make of it walk run bike blade skate surf just do it feels god,happiness
34519, i love your new bracelets im a very proud sistayou rock girly,love
34520,to all the gorgeous moms out there happy moms day,love
34521, wth   hello you,love
34522, yeah it doesi had fun todayi regret not taking that cup nowit was awesomei must find one just like it now,happiness
34523,funtime was not a lot of fun but finally done with it,relief
34524, damn that charming skater look is kind ofhot a hot mess catherine pls dont hate me for hitting on your friends tnx,sadness
34525,ocean sounds cd,relief
34526,phped  running successfuly via wine  now to get ems running,happiness
34527, gotcha my place is atlantic side better for surfing plus i like to be close to the crazy foreign restaurants mmm fl,happiness
34528, hey sorry i got off last night,neutral
34529, haha thanks for listening to me rant on and on about nothing have a good night,love
34530,is thinking about enrolling at the school of fashion and arts sofa or style studio in makati kikayness eto,neutral
34531, aw anytime boo i realized that all i need to have some fun are you guys we should change our pics to the poofy hair ones,happiness
34532, i am,neutral
34533,haha follow john mayerhes a pretty funny guy i want to move to la  its so much more fun,happiness
34534, wa you too,neutral
34535,iphone sdk amp i are going to become friends today even if it kills me,neutral
34536,  remember and drink plenty of fluids and no buwieser dose not count,worry
34537,forgot she had a twitter account happy mothers day,surprise
34538,i am now vice president of social and cultural affairs at southwestern college,happiness
34539,calling all mothers calling all mothersget your butts to bed  the kidsll be here tomorrow,surprise
34540,constructivist learning theory  anybody oh wait theres always wikipedia right,surprise
34541,yay new computer to fiddle about with,happiness
34542, mmm comfort junk food that sounds good i always preferred wingstop,happiness
34543, hey hey ur following me ur gna relise that i tweet alot haha more than a normal person wud but im not normal,surprise
34544, gimme some  i wanna try it soulja boy tell em live live gt ,fun
34545, ill believe it when i see it,neutral
34546, quot requires python but yeah as i tweeted yesterday dont install  ,neutral
34547, i like you i mean as a random person because i obviously dont know you but we think alike,happiness
34548,happy mothers day,happiness
34549, i did the late thing last night curiosity overload,neutral
34550,yes a rocket to the moon is going on warped,happiness
34551, haha yeahh im still following u tho,fun
34552, i dont mind him not paying rent im just over the moon at the idea of him moving out at least  years early,relief
34553,has anyone else seen this the  dm notification email says quotreply on we webquot i am all for cool accents but its weird online,worry
34554, is turning it right about now,neutral
34555, wow i am impressed pastor lucas great work,surprise
34556, hey boo,neutral
34557,whats up yall i made it an early night i think ima bout to take a shower and chill witcha did i miss anything,surprise
34558, god bless that ohsosexy rahul picture,happiness
34559, lol me toowerdphubbys fave driver is martin so i am happy for him and me,surprise
34560, sigh come to sac please it is the miami of the central valley,worry
34561, hi im eunice kyna im a huge fan of yours cant wait for your next album ,happiness
34562, thank you kirst  your posts on running inspired me,love
34563, where and when is your next show or upcoming ones i really want to see you guys,fun
34564,thats enough ill do nothing for  hours,worry
34565, youre so gorgeous,surprise
34566, all ur pic its so nice look so cuteoh,happiness
34567, love you to dudei need to make myself a shirt that says something cool what should it say,neutral
34568, haha me either but like ive always loved hilary shes the girl id turn gay for haha,love
34569, you are such a great person,love
34570, do you like the rain too i love rainstorms and fresh wind nature is amazing,neutral
34571,checkin out what new on twitter,neutral
34572, lets smoke and watched dazed and confused thats a perfect pizza movie too,fun
34573,mums day  ended up being happy not that its my day or anything,happiness
34574, just got them about to read amp reply,neutral
34575,ready for a day full of his presence im expecting the best,happiness
34576, good eatin hey follow my son  hes on now,happiness
34577, my dead father had a velvet elvis painting he said i would get it when he corpsed i said quotdont threaten me old manquot,neutral
34578, younger then mine so no problems here,neutral
34579, happy birthday,happiness
34580,happy made  necklaces in  hours lol happy mothers day to all the mothers out there,love
34581, is making me hot chocolate with almond milk mother day festivities is starting early,happiness
34582, if you look at the js code in facebook you will notice a few js functionsnahh just kidding a buddy told me,fun
34583, will u say shoutout to nikki please soulja boy tell em live live gt ,happiness
34584, already finished chatting  haha  ,happiness
34585,phone with kayla johnathan and cisco woo,neutral
34586, i would think anything that the kids had a hand in helping with would be extra special,relief
34587, thanks it was one of those goofy in the bathroom self taken dorky shot ha ha hope you have a wonderful mommies day,happiness
34588,im the proud aunt of baby afrikaah itzel  lbs  in,relief
34589, happy mothers day i hope you have an awesome dayand a good rest of the night,love
34590,im uploading some videos to youtube will give link once i get more loaded variety from my daily life not amazing but fun to watch,neutral
34591,officially mother day here happy mother day to all the moms,happiness
34592, your bitches miss you,happiness
34593,happy mothers day,happiness
34594,after  hours of not sleeping it is time for bed alaskaso far so good,relief
34595,happy mothers day,love
34596, yes maam lol ill switch to my inspirational side,neutral
34597, blah blah blah just kidding dude ive never had anyone offer up their stem cells before haha,neutral
34598,awesomenessshe comes my wayloldun dun dun,happiness
34599,just missing youamphoping to talk to you soonim so happy youre mine again though you have no idealt,happiness
34600,cant contain myself to excited,happiness
34601, and all chevre please follow me at  for chevre only im using  for public tweeting thanks,happiness
34602,i am excited to be home finally a week and a weekend with people i know,happiness
34603,  they r sending tw business ppl  the mainland  return the favor  re chinese police representatives in tw,neutral
34604,so bryan was at the sweet  and i didnt think we were gonna talk but towards the end of the night we talked,happiness
34605,im talking about twitter some more,neutral
34606, yes i am,happiness
34607, i see you there,neutral
34608,its great to be home temp is chill cat is great and i feel awesome,worry
34609,i  think  i read strawberries its hard to have a fav char in your comics i like bad rabbit and the stud chic  sent to kid,neutral
34610, thanks for the interview mama enjoy your night,happiness
34611,traveling faster than light might actually be possible spacecom  yeah enterprise wer comin,fun
34612, o i like that too anywhere near mommy is good for me,love
34613,eminems new song quotbeautifulquot is amazing listen to the magic right now ,surprise
34614, thanks,relief
34615, very cool,happiness
34616,happy mothers day its gonna be an awesome and blessed day getting ready for bed for a beautiful and sunny sunday,happiness
34617, hehehe barry killer u need a pic,sadness
34618,watching my favorite tv shows on hulucom for free,happiness
34619, lol i do splurge on chocolate now and then and i plan on splurging a little tomorrow,happiness
34620, memphis and rcw both have all new songs should be good,enthusiasm
34621,wondering if i shouldnt be gettin to bed about now,worry
34622, no juice here i didntb even let him use my computer,neutral
34623,went to mikeys cousins wedding his mom caught the bouquet,happiness
34624,went out  a meet up amp may b hangin amp or hittin a club or bar if the car holds up lol p,enthusiasm
34625, what was itt,surprise
34626, loloh man can i untwit something haha i mean my lean mean fighting machine i so cant believe you called me out,happiness
34627,ah twitter i havent seen you all day,worry
34628, im with ya on that one girl,worry
34629, very very very very cool more details how it was made please tell,surprise
34630, plenty of good trivia on wikihow just trying to help hope u got to sleep by now,worry
34631, road movies indies rule haha,fun
34632, go get em lol,neutral
34633,at the spoke club  fell in love with tom arnold all over again not rosies ex definitely different lucky moi,love
34634,yellow for   ,empty
34635, hahaha my uncle does that coz my aunty is a whore who left her kids,surprise
34636, im not leaving yet,surprise
34637, yeah we still needa hang out lol is glad you had a super time at the show,worry
34638,   ,neutral
34639,finally got a twitter follow me tweets lt,happiness
34640,shower time,neutral
34641, i have an interview on tuesday so things are turning around i think yay so dont worry and japsicans are a rare breed ,happiness
34642, happy bday stevie beeand if u want followers u have to get a little more tweety may babies r the best im the th,happiness
34643,thanks  for shoutin out my mom today she also says thanks,love
34644,ok  so i cant sleep twitter it is,worry
34645,happy mothers day mum,happiness
34646, who can do it like we nobody,worry
34647,happy mamas day to all the baby mamas and the baby mamas mamas,love
34648,watching the best movie ever the neverending story i wish my baby was with me though,happiness
34649,watching the original sabrina the teenage witch movie so different from the series but so rad,sadness
34650,i want to wish happy mothers day to my two favorite moms in the world my own mom of course and my sister happy moms day to you two,happiness
34651, its pretty perfect eh yes we cannabis i saw some of those signs at the global marijuana march too,fun
34652, hows the peas doin if you meet them tell them i said hello,enthusiasm
34653,theres nothing like your own pillow,worry
34654,just finished church happy mothers day,love
34655,church is in  hours i better hurry up so i can get some sleep,worry
34656,is looking forward to tonights dinner date with mom is gymming this afternoon started quotbawas kaninquot less rice movement is celibate,empty
34657, i thought of u man the city had a parade for him too he threw out the first pitch for the brewers game at miller park too,neutral
34658,the exception for a short dude larenz fineass tate yum,neutral
34659, thank you,neutral
34660, yep heres hoping,happiness
34661, good luck finally your long time will of panvel tweetup finally coming true,relief
34662,please review sunehre ad placement ,empty
34663,im goin to bed now see ya tomorrow twitter ppl,neutral
34664, for lack of having to go do my own hunt lol can you refresh my memory on which one is clue ,fun
34665, if only i had half the drive you had you are my idol,worry
34666, shout out to nikkiplease soulja boy tell em live live gt ,fun
34667,going to scandic to have more food and learn about leadership of course,fun
34668,loves the new mothers day snl digital short mother lover ooh cornyness,love
34669, you are a good child,neutral
34670,time to nap wmy giant early birthday present pooh bear stuffed animal,enthusiasm
34671,saturday night live in  minutes jimmy should still be on it,worry
34672,i just received a mothers day card from my lovely daughter wishing my a happy mothers day ,love
34673, happy mothers day hope you have an awesome time with the bug,love
34674, hi serena just want to say good luck in madrid and paris this month,happiness
34675,wishing all the mothers a happy mothers day,love
34676,laughing for no reasonmaybe its because its  and im tired haha maybe i should go to bed night,happiness
34677,goodnight good morning and happy mothers day visit my profile to see my silly offspringits funny the love of my life picks his nose,happiness
34678,watching jackass then bed,neutral
34679,snl w justin timberlake,surprise
34680, my long lost friend,love
34681, i know and he laughed at the stupid womens rights joke wth glad we have the same humor,sadness
34682, yep its only even better on tap,neutral
34683, want to learn how to make flowers,neutral
34684, he says thank you,love
34685,i am new here,neutral
34686,i love googles mothers day theme ,love
34687, years ago my brother saw you and bruce walking on the sidewalk in sanibel i used to live on pine is great place,worry
34688,exhausted to the tee so im knocking out nighty night tweety birds,happiness
34689, well said,relief
34690, happy mothers day,love
34691, wow i love it  thanks,love
34692, okay just checking,relief
34693, catt i totally love your default picture you seem like such a fun mom,love
34694, good shit homie hahahahaha thats what im talkin about ,relief
34695,okay im going to bedtoodles twitts ive had my fun for the day,love
34696,happy mothers day with my boy of the doom my dog xd,love
34697, i did really like that reminds a little of my favor hfw,happiness
34698, has more followers than me i wanna be as cool as her follow her so that will never happen,sadness
34699,tomorrow is house shopping,neutral
34700, too easy happy mothers day to a great mom,love
34701,less than  days til warped tour,worry
34702, i cant wait to see you guys  hq on sunday,fun
34703, sounders game tomorrow and mothers day,fun
34704, we quite like worthing its a relaxing place with nice coffee shops and fresh air and not too many oiks,worry
34705,  pinkgreen love it,love
34706, i love the site what a hoot really enjoy the hair cuts in thailand always try to time ir just right thanks for the tip,happiness
34707, thats why you are twitterbff,neutral
34708,watching marley and me,neutral
34709,my phone keeps beeping at me thanks alan and spen,happiness
34710,issayin happy mothers day  everyone,love
34711, great ive gpt tp put the lyrics in finsih the background then go over some writing and then done,happiness
34712, not us as far as i know hee hee were thinking a few more years first ,relief
34713,great reason  quotill be there  quottrying to find an excuse to go to la for  show   ,relief
34714, happy birthday,neutral
34715, tell everybody i say hello,neutral
34716,new to twitter,neutral
34717, i dont say it i know it because im just good like that,neutral
34718,good night everyone im going to lay in bed and watch eraser,neutral
34719, not nerdy at all i made one yesterday,neutral
34720, been crazy busy here grins its mothers day weekend lots of my abies sending me well wishes,happiness
34721, hahahaha omg you win the internetz today quotwhy are you trying to turn me into zac efronquot hahaha,surprise
34722,     ,empty
34723,happy mamas day to all mothers,love
34724,checked if theres a new comment on friendster,neutral
34725, yay snl is on,happiness
34726, all the photos nice,love
34727, hi we get to try out new restosso yea it fuunn lets have dinner when you get back,happiness
34728,watching miss cytheria,happiness
34729,happy almost mothers day,love
34730,this is my favourite shirt because its true lt grumpy a cute b huggable c life of the party d ,neutral
34731,my best thing on the planet,love
34732,got my rite ear peirced brother got his first peircing his left ear i also got  new septum bars one is a black c bar with balls,happiness
34733, ok  you are such a wild one  can only imagine this one,neutral
34734,is going to bed soon happy mothers day to all the mothers lt ryan less than  weeks ,love
34735,whohoo erin just got accepted to ottawa u nursing school at the algonquin pembroke campus i just may get my girl back,happiness
34736,happy mothers day to all the mothers in the world especially the tweeter moms,happiness
34737, people ask a lot and plus i thought id contribute to a sykes to the trending topics,empty
34738,has finally learned how to think before he speaks and it works wonders,happiness
34739,mreconsituted meat products and weekold veggiesgotta love that rehydrated warm milk for breakfast,neutral
34740, and again  youre welcome,neutral
34741, been there done that with the laundry you know it sucks but it is so nice to of them to do itjust say thanks,empty
34742,  hey there how was your day,neutral
34743,making a milo,neutral
34744, i love you too im kinds reading but you can call if youd like,love
34745,buy one of my shirts at you know you want to,neutral
34746, why thank you us mamis are bringin sexy back,surprise
34747,to indo dormir good night,neutral
34748,watching scary movies with ruby and michael,love
34749, many mine included ahem shld have known better back then wldnt have missed so many opportunities haha,surprise
34750,alright gang gotta go park with family for an hour back then mwahs to yu if you head to bed before then,happiness
34751,goodnight beautiful world sweet dreams olive juice,happiness
34752, gonna watch jt on snl tonight  not a fan of his music but think hes hilarious jizz in my pants  way too funny,neutral
34753, yes we will we should maybe do it in a dm though so we dont annoy our followers thought of that too late good night,worry
34754, the step show was fantabulous hi   my siss group won nd in their division and nd in the show overall whoo,worry
34755, you and i apparently how are you,neutral
34756, you must watch greys it was their th episode let me know once you do i dont want to give out any more details,worry
34757, im glad youve been having fun babe,happiness
34758,mothers day family dinner on a rainy sunday night,happiness
34759, mothers day gift,love
34760,ha we made it safely home,worry
34761, you know what they say about great minds,neutral
34762,my gawwd   headshotss inna row im on fyah,anger
34763, mon ami since  years young i love her forever,love
34764, there are like six that hang around my house if you can get it to come up to you you can keep it,neutral
34765,heavenly donuts at  at nightsounds like a heavenly match to me siyalr,fun
34766,what am i doing drinking a shitload of water to get rid off me hangover then training at am,hate
34767,ah wokking was great you could eat as much ice cream as you what i never eat so much ice cream in my life,happiness
34768, thank you for your positive energy  contributions here,happiness
34769, time will tell,neutral
34770, yeah thanks ill be back in soon to see what ya got,love
34771,great night hangin out with my family mom and dad loved the extra company tonight cant wait for frc pcola tomorrow,love
34772,getting ready to go to slep grinding early in the morning yay money,neutral
34773,its hard to tell but i think im right i hope,neutral
34774, hope ur havin fun in da club,happiness
34775,i have seen star trek so now you guys cant spoil it if you havent seen it go go now,happiness
34776, we gotta hand out when you get back,neutral
34777, thanks love they are much better today,relief
34778,is eating lunch at sushi tei sency yum met ghina earlier,happiness
34779,its just so audioo,neutral
34780,i beat aye to the music hall babyy im like the cinnamon that beat the apple to the apple jacks,happiness
34781,tinkling the ivory keys on a grand piano tomorrow the small things in life that keep me excited,love
34782, you should check yourz rayne,neutral
34783,im free at last tomorrow i get to remember what sundays look like,relief
34784,the battle at minas tirith is still very impressive return of the jedi is the best lord of the rings movie imo,love
34785, hours of shopping over good effort best part  chocolate shop yujm yum even,happiness
34786,first day of work sucessful i didnt do anything stupid or hurtembarrass myself too much,relief
34787,headed out at  today shopped for mothers day gifts i love bampbws new scents  and finished my book i bought yesterday,happiness
34788,covering my portfolio to send to my dream job in ny send good vibes,happiness
34789,back in durango chaperoning a party interesting catching up on my internet surfing and drinking a woodchuck ha,happiness
34790, hey lonnie ill be there next weekend i cant wait,happiness
34791, hey love,surprise
34792,following some body on twitter,worry
34793,seeing shane dawson videos,neutral
34794, what youre not really an alcoholic i am v disappointed d seriously though i got that you were kidding,surprise
34795, wow you guys get better every time i see youcome back to chicago soon chicken cutlet,neutral
34796,hanging with the cousin,neutral
34797,its not even cold here but im wearin a big jacket its got cat ears on it,worry
34798, so what if i cried,surprise
34799,watching hgtv at am lol wtf must love me some home decor,love
34800,happy mothers day to all the moms out there,love
34801, have a great night,happiness
34802,although  volterra is killing it right now here in la,happiness
34803,happy mothers day,neutral
34804,  well i greatly appreciate your comment that means a lot to me im working on both of themwork in progress you know,happiness
34805,well i guess it all dependsundergarments,neutral
34806,just had an orgasmic sandwich,happiness
34807, will you uh marry me haha just kidding kind of youre hot though just so you know,love
34808, if a cong govt was ruling karnataka cauvery wouldnt have found a mention truly our politicians have no integrity,neutral
34809, lolz at your modestykix roxnow all the gals will be lined up at your door,surprise
34810, i was gonna go for aiden but i had a girl so i went with scarlet,surprise
34811,hung out with misty today,worry
34812,home now,happiness
34813,happy mothers day to all the moms around hope you have a wonderful day,love
34814, aw thank u feels good to be here,relief
34815, yes he just said for  more hours,happiness
34816,good morning everyone,happiness
34817,okay im back to painting will check in with you guys again soon,relief
34818,just want to wish everyond a happy mothers day hope its a great one,love
34819,touchin the starss,surprise
34820,night all im trying to get to bed early for oncewell as early as  can be for a normal person,relief
34821,probably the best birthday ive ever had i got to spend it with all my favorite people,happiness
34822,going to sleep now gt happy mothers dayamphappy birthday to me,sadness
34823,happy mothers day to all the mommies,love
34824, right but im a stickler for correct dpi export and color value im going to dig in and find out if this is possible,neutral
34825, hello i see your online can u talk to me plez from a fellow bamf lol,worry
34826, yay for bj and lorraine amd their baby hahaha,love
34827, hi mariah,neutral
34828, so true i dont dare ask for something like that,empty
34829, great cant you twitter from there,neutral
34830, please pass on our quothappy mothers dayquot to julz have fun with your girls,love
34831, thank you very much,relief
34832, can you install ruby gems and rails on keep please,neutral
34833,happy superwomans day ,happiness
34834,snl hosted by justin timberlake starts now woohoo,happiness
34835, it was way worse than that and where were you why didnt you say hello,worry
34836,well ive had a twitter account  a while but just started using it,neutral
34837,loving that spring definitely seems to be here now,love
34838, lol that is just the way i was brought up,fun
34839,is liking this feeling,love
34840, no its the same,empty
34841, was that sass i detect as long as it isnt back sass haha,relief
34842,damnive gotten so much packed up already lmao well little shit anyway either way i have a good start,fun
34843, cool catch you laterz,worry
34844,sigh joe sings so purdy he makes me feel better,neutral
34845, fantastic day in the az sun,happiness
34846,my first star trek anything was really entertaining now if i can just see harold fly the enterprise to white castle,happiness
34847, yay you should do it just think about the animals and its not as hard,fun
34848, good luck with the deer next weekend hope it isnt too cold or snowy,love
34849,new location for spam off ,neutral
34850, that is so great scott so glad to hear it went well people just love you id sure have been there if i were closer,worry
34851, your welcome,neutral
34852,happy to have a sunday off from work,relief
34853,i still cant believe the matt mccoy interview got  views twitter truly isawesome,happiness
34854,restoring new itouch  excited to use it ye goodbye itouch ,happiness
34855,restoring new itouch  excited to use it ye goodbye itouch ,worry
34856,is gonna shower and take a napvery tired,relief
34857, totally single,worry
34858,family bbq today amp my fave cousin comes too,happiness
34859,just finished baking some cinnamon rolls so yummy,happiness
34860, i thought so i will text you later this week to catch up did you open the links i sent you via email yet heh,neutral
34861,i just received a mothers day card from my lovely daughter wishing my a happy mothers day ,love
34862,show gratitude when someone does something nice for you a small quotthanksquot goes a long way   twitip,happiness
34863,goodnight to all,love
34864,going to watch monsterinlaw at pm today,fun
34865, as to sleeping with whom  you have your rocking sheets i hope the smoothness is endulging cant wait for my blankets,happiness
34866, and the other half of the twitterers are enjoying what the wonderful sunday afternoon has to offer,love
34867,super duber high this klondike bar is thee business,enthusiasm
34868, ive done that before dont worry youre not too crazy,worry
34869,i wanna be in michi with my moma love you mom,love
34870,stupid liars glad they are ignorant because i had a blast,hate
34871, hello krystyn have a great mothers day celebrations,relief
34872,keri hilson slow dance rockin the shit out of my playlist right now get up on this song pure panty dropper,enthusiasm
34873,happy mothers day,love
34874, great show today,neutral
34875, lord have mercy  technology  so much tattos mon dieu  a d faire mal ,neutral
34876, girlfriend,love
34877, its almost your birthday,happiness
34878,only has under  words left to write on her assignment,love
34879,happy mothers day i love you mama,love
34880, welcome to twitter its really cool that you are here greetings from viennaaustria,happiness
34881,traveling alone makes i meet new peoplenew circle strangers become friends,happiness
34882,morning everyone hope you have a great sunday,happiness
34883,macs ftw btw just because and if youre still using the grandaddy pcs you lost at life jp not really,hate
34884,fatigue settling in but gotta power through awesome seats again tonight im pretty lucky life aint too bad,happiness
34885, yeah,worry
34886,,neutral
34887, yeah but no closer to the secret of stumble,sadness
34888,with my baby drinking god i love her,love
34889,happy mothers day to all the mommys,surprise
34890, we didntbut we did have to wait a good twenty minutes for one good night though,relief
34891,watching saturday night live justin timberlake hosts,neutral
34892,good morning sunshine imm gonna start my day wth some movies,love
34893, congrats i cuss like that in a matter of minutes but didnt know until now there is a reward for it,surprise
34894,paper writing til my hearts content,love
34895, then i kill bradies gf and have bradie,neutral
34896, when are u gonna host saturday night live ive been waiting for like  years,enthusiasm
34897, my name too soulja boy tell em live live gt ,neutral
34898,  yeyy,love
34899,tonight was fun love my girl tanna,love
34900, night,neutral
34901, thats the plan,neutral
34902, yeah i know thanks so much,relief
34903,nice turn of phrase from  quotwakey wakey eggs and bakey time for coffee and the back to codequot have fun at openhacklondon today,surprise
34904,yo yo yo i like ice cream,love
34905,happy mothers day asap everyday,love
34906,i looked up some differents stuff for mine today,neutral
34907, my excolleagues from shaanxi kept boasting of their native noodles so im really curious about shaanxi food,surprise
34908,going to sleep now goodnight xoxo,neutral
34909,good morning everyone,happiness
34910, grr  naplan just finished my commerce amp geo exams good luck y,relief
34911,thank you for teaching me values and to be a better person each day i love so much youre the best mum in the world,love
34912, e nice i wish i could go make sure to take tons of pictures,relief
34913,you make me happy whether you know it or not lt,love
34914, we are in perth lol i wish,neutral
34915, not yet im still loading it have you,worry
34916, ah steph tweets,surprise
34917, happy mothers day you are beautiful,love
34918,is going to go have some cuddle time with her c baby and woofiesi love our nightlife,love
34919, i hope when youre calling this the shitshow you mean that in a good way because this will be fun,worry
34920, very much much much mash more please,neutral
34921,i got a coach purse,happiness
34922, yes i wanna come hang out with my htown gurl u know whats up haha  itll be bangin we gotta hang out chick,happiness
34923,omgoodness i need sleep,neutral
34924,nightlife commando is like chanting the music is cool amp now im listening to inxs the music in this song is amazing the bass is win,neutral
34925,thinks he may have broken his nose at the show,neutral
34926,finding out a song you had no idea was a cover is actually indeed that  and then thinking that that is awesome makes my day,sadness
34927,just got my bmth concert tickets  youknowimsofreshtilldeath,worry
34928,had a great time singing karaoke with the famgood times,surprise
34929, im  yaoo not  sony,neutral
34930, you should sing out loud,fun
34931,im so just heading home,neutral
34932, sounds good cant wait,happiness
34933,i say its in the cards,neutral
34934,im going to town on these two dinner rolls and some dark chocolate yum,surprise
34935, i may see the sun come up all my bits are sore today  but life is still grand tomorrow is a new day sleep well friend,worry
34936, hey hey andrew haha p well happy mothers day to your mum,worry
34937,happy mothers day people i love my mom a lot still,surprise
34938,making yet another attempt to attend church on a sunday morning looking forward to it yall,love
34939,  that is awesome,worry
34940,i have a degreebitches moving t o dallas in a few hours,hate
34941, hey thats my bug and my martini glasses   ,fun
34942, yes,neutral
34943, im glad for you im fine thanks just another night full of m,relief
34944, hey i saw snl niteampi loved it especially the crumpin titboob scene quotcrumpin dubquot wow hilarious,happiness
34945, ive read good things bout it just not feelin it tonight proly finish it tomorrow after star trek,neutral
34946,finally got xbox live up and running again stupid router ah well serious gaming time later on,relief
34947, lol its not the army its starfleet rules are meant to be broken to get the job done thats why he gets the medal,happiness
34948, he was so great loved him he was so good live haha it poured on us though makes it that much better,happiness
34949,i met one of the nerdiest servers at chilis today lol he was awesome and i was his favorite,happiness
34950, coola very productive day i just got a spot as an extra in a feature film that is filming tomorrow awesome week all around,happiness
34951, the wedding was amazing and im not gonna lie i cant wait to see the pics either,fun
34952,,neutral
34953, yep its mothers day here as well but me and my family ignore it were celebrating it every day  lol,sadness
34954,pretty bummed that it had to rain last nite oh well still had fun goldfish is highly overrated,surprise
34955,please remember you need a helmet for the bike asap talk to you later ok hope your head not to bad,worry
34956,somewhere in the center,neutral
34957, i fucking love the fucking internet,love
34958,night improved,relief
34959, weird as usual but ok thats why we like it,neutral
34960, its sunny atm need to drop my brother for his classes later so will find out then,neutral
34961, dont go there it is all good,worry
34962, nope i am in coquitlam,neutral
34963, i love you,love
34964, ohokdidnt know that,neutral
34965,happy mothers day to my mom amp all the other mommies  moms to be have a qood one ladies,love
34966, my youth group was there i would have liked  go but i couldnt afford it amp i had a drama performanceparty luv ya tho,worry
34967, please wear glasses in your next video you look amazing in them,happiness
34968, i love old school horror movies more i got elvira tattooed on my back,fun
34969, im sure shell be fine theyre not as daft as they look sometime,relief
34970,had an awesome lunch with the family amp now dinner with the inlaws,happiness
34971, goodnight baby loll jk night,happiness
34972,finally got home and get to sleep had a great time with  and friends,relief
34973, hahahaha wtf dianne who twitters that loli guess it depends who the person is,happiness
34974, aw yur a awesome mother keep up the good work,love
34975, haha well then maybe u shouldnt be so weak hehe jks xx,fun
34976, heard of and youre the first to mention him to me,happiness
34977, hey babyy,neutral
34978, you will never be the same,worry
34979,just got home today was fun,happiness
34980, hi its not about howmany people follow you its about how much you help others,neutral
34981,likes the smell of the roast in the oven m must have dips and sakatas to tide me over till the roast is cooked,happiness
34982,i think taylor laughtner and selena gomez are the cutest couple i love them both just read it on m my fave mag,love
34983,rblpn   you know i could listen to every version of war pigs ever recorded  ,love
34984,grinding skyguard rep this is less awful than i anticipated yet still awful last tabard i need,surprise
34985,back from uminaa,neutral
34986, hey girl havent tweeted u all week hope all is well with you,happiness
34987,the voter paint just peeled off my skin or maybe my skin just peeled off with the voter paint,worry
34988, thanks for following,happiness
34989,hapee mothers day t all the mothers out there,love
34990, thanx  thee follow,surprise
34991,girsl night  on my way to foam party no sleep tonight ,happiness
34992,happy mothers day mam little bit of a hangover now need to do everything for mam now but i love her so for one day ill do it,love
34993, boom and if you will boom saw the movie last night  really enjoyed it,happiness
34994, meh you should try the one on commercial drive with all the cats,neutral
34995, yes it does,neutral
34996,some of us are both we may have strong loyalties in one direction but i have love for tng as well,love
34997, yeah the entire time i was all swoon bc of his eyes swoons thinking about it,love
34998, i love that we just get a little peek of your dimple,love
34999,just finished yet another amazing book by susan elizabeth philips god i love her books so much which one to read next hm,love
35000, and should have been before well i mean instead of iraqsee that is the beer talking freely,neutral
35001,so i was just angrily told i was extemely abusivementally emotionally amp physically it made my day nightss,sadness
35002, i decided you should help me make my first solo album,enthusiasm
35003,all in all this has so far gone so much better than expectedsure helps to have raised a dog before and i feel im doing things right,happiness
35004, hey it was a gorgeous day and night here too played in the sun then a full moon lit my way home life is good,worry
35005, oo never played it thats so good that u like  play games most females dont like too,love
35006,hey hey about to go read,happiness
35007,just burped at the same exact time as steph lmfa,fun
35008,time to go to bed and hopefully wake up to a better day nights yall,love
35009,my goodness i go single and shit goes crazy haha fuck this i like being single too much i do what i wantholla,happiness
35010, youre welcome actually the all swedish fans are trying to get mcfly to us we are very close now,fun
35011, thanks for getting me bottled water,love
35012,love the  mile am runs they make me smile,love
